latitude,longitude,temperature
52.438357,13.295004,25.81
52.438357,13.295299,25.84
52.438357,13.295594,25.87
52.438357,13.295890,25.90
52.438357,13.296185,25.94
52.438357,13.296481,26.00
52.438357,13.296776,26.07
52.438357,13.297072,26.14
52.438357,13.297367,26.19
52.438357,13.297663,26.21
52.438357,13.297958,26.21
52.438357,13.298254,26.18
52.438357,13.298549,26.15
52.438357,13.298845,26.15
52.438357,13.299140,26.17
52.438357,13.299436,26.23
52.438357,13.299731,26.32
52.438357,13.300027,26.42
52.438357,13.300322,26.53
52.438357,13.300618,26.62
52.438357,13.300913,26.68
52.438357,13.301209,26.72
52.438357,13.301504,26.74
52.438357,13.301799,26.74
52.438357,13.302095,26.75
52.438357,13.302390,26.75
52.438357,13.302686,26.74
52.438357,13.302981,26.74
52.438357,13.303277,26.72
52.438357,13.303572,26.70
52.438357,13.303868,26.67
52.438357,13.304163,26.64
52.438357,13.304459,26.62
52.438357,13.304754,26.60
52.438357,13.305050,26.58
52.438357,13.305345,26.57
52.438357,13.305641,26.56
52.438357,13.305936,26.56
52.438357,13.306232,26.57
52.438357,13.306527,26.56
52.438357,13.306823,26.54
52.438357,13.307118,26.48
52.438357,13.307414,26.38
52.438357,13.307709,26.24
52.438357,13.308005,26.12
52.438357,13.308300,26.05
52.438492,13.249500,24.74
52.438492,13.249795,24.73
52.438492,13.250091,24.72
52.438492,13.250386,24.71
52.438492,13.250682,24.68
52.438492,13.250977,24.63
52.438492,13.251273,24.56
52.438492,13.251568,24.47
52.438492,13.251864,24.36
52.438492,13.252159,24.25
52.438492,13.252455,24.15
52.438492,13.252750,24.07
52.438492,13.253046,24.00
52.438492,13.253341,23.96
52.438492,13.253637,23.94
52.438492,13.253932,23.95
52.438492,13.254228,23.99
52.438492,13.254523,24.07
52.438492,13.254819,24.18
52.438492,13.255114,24.33
52.438492,13.255410,24.53
52.438492,13.255705,24.77
52.438492,13.256001,25.05
52.438492,13.256296,25.33
52.438492,13.256591,25.59
52.438492,13.256887,25.79
52.438492,13.257182,25.93
52.438492,13.257478,26.00
52.438492,13.257773,26.04
52.438492,13.258069,26.05
52.438492,13.258364,26.07
52.438492,13.258660,26.11
52.438492,13.258955,26.18
52.438492,13.259251,26.25
52.438492,13.259546,26.32
52.438492,13.259842,26.37
52.438492,13.260137,26.39
52.438492,13.260433,26.41
52.438492,13.260728,26.45
52.438492,13.261024,26.52
52.438492,13.261319,26.62
52.438492,13.261615,26.75
52.438492,13.261910,26.86
52.438492,13.262206,26.92
52.438492,13.262501,26.93
52.438492,13.262796,26.88
52.438492,13.263092,26.81
52.438492,13.263387,26.72
52.438492,13.263683,26.65
52.438492,13.263978,26.59
52.438492,13.264274,26.53
52.438492,13.264569,26.46
52.438492,13.264865,26.38
52.438492,13.265160,26.29
52.438492,13.265456,26.19
52.438492,13.265751,26.10
52.438492,13.266047,26.01
52.438492,13.266342,25.92
52.438492,13.266638,25.83
52.438492,13.266933,25.74
52.438492,13.267229,25.66
52.438492,13.267524,25.59
52.438492,13.267820,25.54
52.438492,13.268115,25.51
52.438492,13.268411,25.50
52.438492,13.268706,25.49
52.438492,13.269002,25.48
52.438492,13.269297,25.47
52.438492,13.269592,25.47
52.438492,13.269888,25.50
52.438492,13.270183,25.57
52.438492,13.270479,25.70
52.438492,13.270774,25.89
52.438492,13.271070,26.13
52.438492,13.271365,26.39
52.438492,13.271661,26.65
52.438492,13.271956,26.88
52.438492,13.272252,27.07
52.438492,13.272547,27.20
52.438492,13.272843,27.26
52.438492,13.273138,27.27
52.438492,13.273434,27.24
52.438492,13.273729,27.20
52.438492,13.274025,27.17
52.438492,13.274320,27.15
52.438492,13.274616,27.15
52.438492,13.274911,27.16
52.438492,13.275207,27.15
52.438492,13.275502,27.11
52.438492,13.275797,27.02
52.438492,13.276093,26.88
52.438492,13.276388,26.69
52.438492,13.276684,26.47
52.438492,13.276979,26.25
52.438492,13.277275,26.06
52.438492,13.277570,25.94
52.438492,13.277866,25.91
52.438492,13.278161,25.95
52.438492,13.278457,26.06
52.438492,13.278752,26.19
52.438492,13.279048,26.32
52.438492,13.279343,26.41
52.438492,13.279639,26.47
52.438492,13.279934,26.50
52.438492,13.280230,26.53
52.438492,13.280525,26.55
52.438492,13.280821,26.58
52.438492,13.281116,26.61
52.438492,13.281412,26.62
52.438492,13.281707,26.60
52.438492,13.282003,26.57
52.438492,13.282298,26.52
52.438492,13.282593,26.47
52.438492,13.282889,26.42
52.438492,13.283184,26.37
52.438492,13.283480,26.34
52.438492,13.283775,26.30
52.438492,13.284071,26.27
52.438492,13.284366,26.23
52.438492,13.284662,26.19
52.438492,13.284957,26.13
52.438492,13.285253,26.08
52.438492,13.285548,26.03
52.438492,13.285844,25.99
52.438492,13.286139,25.95
52.438492,13.286435,25.91
52.438492,13.286730,25.87
52.438492,13.287026,25.82
52.438492,13.287321,25.76
52.438492,13.287617,25.71
52.438492,13.287912,25.67
52.438492,13.288208,25.66
52.438492,13.288503,25.69
52.438492,13.288798,25.74
52.438492,13.289094,25.81
52.438492,13.289389,25.88
52.438492,13.289685,25.93
52.438492,13.289980,25.94
52.438492,13.290276,25.92
52.438492,13.290571,25.88
52.438492,13.290867,25.83
52.438492,13.291162,25.78
52.438492,13.291458,25.74
52.438492,13.291753,25.69
52.438492,13.292049,25.64
52.438492,13.292344,25.59
52.438492,13.292640,25.54
52.438492,13.292935,25.51
52.438492,13.293231,25.51
52.438492,13.293526,25.53
52.438492,13.293822,25.57
52.438492,13.294117,25.62
52.438492,13.294413,25.66
52.438492,13.294708,25.70
52.438492,13.295004,25.73
52.438492,13.295299,25.75
52.438492,13.295594,25.78
52.438492,13.295890,25.81
52.438492,13.296185,25.85
52.438492,13.296481,25.92
52.438492,13.296776,25.99
52.438492,13.297072,26.06
52.438492,13.297367,26.11
52.438492,13.297663,26.14
52.438492,13.297958,26.15
52.438492,13.298254,26.14
52.438492,13.298549,26.14
52.438492,13.298845,26.16
52.438492,13.299140,26.21
52.438492,13.299436,26.28
52.438492,13.299731,26.39
52.438492,13.300027,26.51
52.438492,13.300322,26.63
52.438492,13.300618,26.73
52.438492,13.300913,26.80
52.438492,13.301209,26.84
52.438492,13.301504,26.85
52.438492,13.301799,26.85
52.438492,13.302095,26.84
52.438492,13.302390,26.82
52.438492,13.302686,26.80
52.438492,13.302981,26.77
52.438492,13.303277,26.73
52.438492,13.303572,26.69
52.438492,13.303868,26.64
52.438492,13.304163,26.60
52.438492,13.304459,26.56
52.438492,13.304754,26.54
52.438492,13.305050,26.52
52.438492,13.305345,26.50
52.438492,13.305641,26.49
52.438492,13.305936,26.49
52.438492,13.306232,26.50
52.438492,13.306527,26.50
52.438492,13.306823,26.48
52.438492,13.307118,26.42
52.438492,13.307414,26.31
52.438492,13.307709,26.18
52.438492,13.308005,26.06
52.438492,13.308300,25.99
52.438628,13.249500,24.50
52.438628,13.249795,24.50
52.438628,13.250091,24.49
52.438628,13.250386,24.48
52.438628,13.250682,24.45
52.438628,13.250977,24.41
52.438628,13.251273,24.35
52.438628,13.251568,24.28
52.438628,13.251864,24.20
52.438628,13.252159,24.12
52.438628,13.252455,24.04
52.438628,13.252750,23.98
52.438628,13.253046,23.94
52.438628,13.253341,23.91
52.438628,13.253637,23.91
52.438628,13.253932,23.93
52.438628,13.254228,23.99
52.438628,13.254523,24.08
52.438628,13.254819,24.21
52.438628,13.255114,24.38
52.438628,13.255410,24.60
52.438628,13.255705,24.85
52.438628,13.256001,25.11
52.438628,13.256296,25.37
52.438628,13.256591,25.60
52.438628,13.256887,25.77
52.438628,13.257182,25.88
52.438628,13.257478,25.93
52.438628,13.257773,25.95
52.438628,13.258069,25.97
52.438628,13.258364,25.99
52.438628,13.258660,26.04
52.438628,13.258955,26.11
52.438628,13.259251,26.18
52.438628,13.259546,26.23
52.438628,13.259842,26.26
52.438628,13.260137,26.26
52.438628,13.260433,26.26
52.438628,13.260728,26.27
52.438628,13.261024,26.33
52.438628,13.261319,26.41
52.438628,13.261615,26.51
52.438628,13.261910,26.60
52.438628,13.262206,26.65
52.438628,13.262501,26.65
52.438628,13.262796,26.62
52.438628,13.263092,26.57
52.438628,13.263387,26.53
52.438628,13.263683,26.49
52.438628,13.263978,26.45
52.438628,13.264274,26.41
52.438628,13.264569,26.34
52.438628,13.264865,26.27
52.438628,13.265160,26.17
52.438628,13.265456,26.07
52.438628,13.265751,25.96
52.438628,13.266047,25.86
52.438628,13.266342,25.76
52.438628,13.266638,25.67
52.438628,13.266933,25.59
52.438628,13.267229,25.52
52.438628,13.267524,25.48
52.438628,13.267820,25.47
52.438628,13.268115,25.47
52.438628,13.268411,25.48
52.438628,13.268706,25.48
52.438628,13.269002,25.47
52.438628,13.269297,25.45
52.438628,13.269592,25.45
52.438628,13.269888,25.47
52.438628,13.270183,25.54
52.438628,13.270479,25.67
52.438628,13.270774,25.85
52.438628,13.271070,26.08
52.438628,13.271365,26.32
52.438628,13.271661,26.57
52.438628,13.271956,26.80
52.438628,13.272252,26.99
52.438628,13.272547,27.13
52.438628,13.272843,27.22
52.438628,13.273138,27.26
52.438628,13.273434,27.26
52.438628,13.273729,27.24
52.438628,13.274025,27.23
52.438628,13.274320,27.23
52.438628,13.274616,27.23
52.438628,13.274911,27.22
52.438628,13.275207,27.19
52.438628,13.275502,27.13
52.438628,13.275797,27.02
52.438628,13.276093,26.86
52.438628,13.276388,26.66
52.438628,13.276684,26.44
52.438628,13.276979,26.24
52.438628,13.277275,26.07
52.438628,13.277570,25.96
52.438628,13.277866,25.93
52.438628,13.278161,25.97
52.438628,13.278457,26.05
52.438628,13.278752,26.15
52.438628,13.279048,26.24
52.438628,13.279343,26.31
52.438628,13.279639,26.35
52.438628,13.279934,26.38
52.438628,13.280230,26.41
52.438628,13.280525,26.45
52.438628,13.280821,26.49
52.438628,13.281116,26.53
52.438628,13.281412,26.56
52.438628,13.281707,26.58
52.438628,13.282003,26.57
52.438628,13.282298,26.56
52.438628,13.282593,26.53
52.438628,13.282889,26.50
52.438628,13.283184,26.47
52.438628,13.283480,26.44
52.438628,13.283775,26.41
52.438628,13.284071,26.38
52.438628,13.284366,26.33
52.438628,13.284662,26.27
52.438628,13.284957,26.20
52.438628,13.285253,26.13
52.438628,13.285548,26.06
52.438628,13.285844,26.01
52.438628,13.286139,25.98
52.438628,13.286435,25.95
52.438628,13.286730,25.91
52.438628,13.287026,25.87
52.438628,13.287321,25.82
52.438628,13.287617,25.77
52.438628,13.287912,25.74
52.438628,13.288208,25.73
52.438628,13.288503,25.75
52.438628,13.288798,25.80
52.438628,13.289094,25.87
52.438628,13.289389,25.93
52.438628,13.289685,25.97
52.438628,13.289980,25.99
52.438628,13.290276,25.97
52.438628,13.290571,25.93
52.438628,13.290867,25.89
52.438628,13.291162,25.84
52.438628,13.291458,25.79
52.438628,13.291753,25.74
52.438628,13.292049,25.68
52.438628,13.292344,25.62
52.438628,13.292640,25.57
52.438628,13.292935,25.54
52.438628,13.293231,25.53
52.438628,13.293526,25.55
52.438628,13.293822,25.58
52.438628,13.294117,25.62
52.438628,13.294413,25.65
52.438628,13.294708,25.67
52.438628,13.295004,25.70
52.438628,13.295299,25.72
52.438628,13.295594,25.74
52.438628,13.295890,25.77
52.438628,13.296185,25.82
52.438628,13.296481,25.88
52.438628,13.296776,25.95
52.438628,13.297072,26.01
52.438628,13.297367,26.06
52.438628,13.297663,26.09
52.438628,13.297958,26.10
52.438628,13.298254,26.10
52.438628,13.298549,26.12
52.438628,13.298845,26.15
52.438628,13.299140,26.22
52.438628,13.299436,26.31
52.438628,13.299731,26.43
52.438628,13.300027,26.56
52.438628,13.300322,26.68
52.438628,13.300618,26.79
52.438628,13.300913,26.87
52.438628,13.301209,26.91
52.438628,13.301504,26.92
52.438628,13.301799,26.91
52.438628,13.302095,26.89
52.438628,13.302390,26.86
52.438628,13.302686,26.82
52.438628,13.302981,26.77
52.438628,13.303277,26.71
52.438628,13.303572,26.66
52.438628,13.303868,26.60
52.438628,13.304163,26.55
52.438628,13.304459,26.50
52.438628,13.304754,26.47
52.438628,13.305050,26.44
52.438628,13.305345,26.43
52.438628,13.305641,26.42
52.438628,13.305936,26.43
52.438628,13.306232,26.44
52.438628,13.306527,26.44
52.438628,13.306823,26.42
52.438628,13.307118,26.35
52.438628,13.307414,26.24
52.438628,13.307709,26.11
52.438628,13.308005,26.00
52.438628,13.308300,25.93
52.438764,13.249500,24.28
52.438764,13.249795,24.27
52.438764,13.250091,24.25
52.438764,13.250386,24.23
52.438764,13.250682,24.21
52.438764,13.250977,24.18
52.438764,13.251273,24.14
52.438764,13.251568,24.09
52.438764,13.251864,24.03
52.438764,13.252159,23.98
52.438764,13.252455,23.93
52.438764,13.252750,23.89
52.438764,13.253046,23.87
52.438764,13.253341,23.86
52.438764,13.253637,23.88
52.438764,13.253932,23.92
52.438764,13.254228,23.99
52.438764,13.254523,24.11
52.438764,13.254819,24.26
52.438764,13.255114,24.46
52.438764,13.255410,24.69
52.438764,13.255705,24.94
52.438764,13.256001,25.20
52.438764,13.256296,25.43
52.438764,13.256591,25.62
52.438764,13.256887,25.75
52.438764,13.257182,25.83
52.438764,13.257478,25.87
52.438764,13.257773,25.88
52.438764,13.258069,25.90
52.438764,13.258364,25.92
52.438764,13.258660,25.97
52.438764,13.258955,26.04
52.438764,13.259251,26.10
52.438764,13.259546,26.14
52.438764,13.259842,26.14
52.438764,13.260137,26.13
52.438764,13.260433,26.12
52.438764,13.260728,26.13
52.438764,13.261024,26.17
52.438764,13.261319,26.23
52.438764,13.261615,26.31
52.438764,13.261910,26.38
52.438764,13.262206,26.42
52.438764,13.262501,26.43
52.438764,13.262796,26.43
52.438764,13.263092,26.41
52.438764,13.263387,26.39
52.438764,13.263683,26.36
52.438764,13.263978,26.33
52.438764,13.264274,26.28
52.438764,13.264569,26.21
52.438764,13.264865,26.12
52.438764,13.265160,26.02
52.438764,13.265456,25.91
52.438764,13.265751,25.80
52.438764,13.266047,25.70
52.438764,13.266342,25.60
52.438764,13.266638,25.53
52.438764,13.266933,25.47
52.438764,13.267229,25.44
52.438764,13.267524,25.44
52.438764,13.267820,25.45
52.438764,13.268115,25.47
52.438764,13.268411,25.49
52.438764,13.268706,25.49
52.438764,13.269002,25.47
52.438764,13.269297,25.45
52.438764,13.269592,25.44
52.438764,13.269888,25.47
52.438764,13.270183,25.55
52.438764,13.270479,25.67
52.438764,13.270774,25.83
52.438764,13.271070,26.02
52.438764,13.271365,26.23
52.438764,13.271661,26.45
52.438764,13.271956,26.66
52.438764,13.272252,26.85
52.438764,13.272547,27.00
52.438764,13.272843,27.11
52.438764,13.273138,27.17
52.438764,13.273434,27.21
52.438764,13.273729,27.23
52.438764,13.274025,27.24
52.438764,13.274320,27.25
52.438764,13.274616,27.26
52.438764,13.274911,27.25
52.438764,13.275207,27.21
52.438764,13.275502,27.13
52.438764,13.275797,27.00
52.438764,13.276093,26.82
52.438764,13.276388,26.62
52.438764,13.276684,26.42
52.438764,13.276979,26.24
52.438764,13.277275,26.09
52.438764,13.277570,26.01
52.438764,13.277866,25.99
52.438764,13.278161,26.03
52.438764,13.278457,26.10
52.438764,13.278752,26.18
52.438764,13.279048,26.25
52.438764,13.279343,26.29
52.438764,13.279639,26.32
52.438764,13.279934,26.35
52.438764,13.280230,26.38
52.438764,13.280525,26.41
52.438764,13.280821,26.46
52.438764,13.281116,26.50
52.438764,13.281412,26.53
52.438764,13.281707,26.56
52.438764,13.282003,26.58
52.438764,13.282298,26.60
52.438764,13.282593,26.60
52.438764,13.282889,26.59
52.438764,13.283184,26.58
52.438764,13.283480,26.57
52.438764,13.283775,26.55
52.438764,13.284071,26.51
52.438764,13.284366,26.46
52.438764,13.284662,26.39
52.438764,13.284957,26.31
52.438764,13.285253,26.22
52.438764,13.285548,26.15
52.438764,13.285844,26.09
52.438764,13.286139,26.05
52.438764,13.286435,26.02
52.438764,13.286730,25.98
52.438764,13.287026,25.94
52.438764,13.287321,25.89
52.438764,13.287617,25.85
52.438764,13.287912,25.82
52.438764,13.288208,25.82
52.438764,13.288503,25.84
52.438764,13.288798,25.89
52.438764,13.289094,25.95
52.438764,13.289389,26.00
52.438764,13.289685,26.04
52.438764,13.289980,26.05
52.438764,13.290276,26.03
52.438764,13.290571,26.00
52.438764,13.290867,25.96
52.438764,13.291162,25.92
52.438764,13.291458,25.87
52.438764,13.291753,25.82
52.438764,13.292049,25.76
52.438764,13.292344,25.71
52.438764,13.292640,25.66
52.438764,13.292935,25.63
52.438764,13.293231,25.61
52.438764,13.293526,25.61
52.438764,13.293822,25.62
52.438764,13.294117,25.64
52.438764,13.294413,25.66
52.438764,13.294708,25.68
52.438764,13.295004,25.70
52.438764,13.295299,25.72
52.438764,13.295594,25.75
52.438764,13.295890,25.79
52.438764,13.296185,25.84
52.438764,13.296481,25.90
52.438764,13.296776,25.96
52.438764,13.297072,26.00
52.438764,13.297367,26.04
52.438764,13.297663,26.05
52.438764,13.297958,26.06
52.438764,13.298254,26.06
52.438764,13.298549,26.08
52.438764,13.298845,26.13
52.438764,13.299140,26.21
52.438764,13.299436,26.31
52.438764,13.299731,26.43
52.438764,13.300027,26.57
52.438764,13.300322,26.70
52.438764,13.300618,26.80
52.438764,13.300913,26.88
52.438764,13.301209,26.92
52.438764,13.301504,26.93
52.438764,13.301799,26.91
52.438764,13.302095,26.88
52.438764,13.302390,26.84
52.438764,13.302686,26.79
52.438764,13.302981,26.73
52.438764,13.303277,26.67
52.438764,13.303572,26.60
52.438764,13.303868,26.54
52.438764,13.304163,26.48
52.438764,13.304459,26.44
52.438764,13.304754,26.41
52.438764,13.305050,26.38
52.438764,13.305345,26.37
52.438764,13.305641,26.37
52.438764,13.305936,26.38
52.438764,13.306232,26.39
52.438764,13.306527,26.38
52.438764,13.306823,26.35
52.438764,13.307118,26.27
52.438764,13.307414,26.16
52.438764,13.307709,26.03
52.438764,13.308005,25.92
52.438764,13.308300,25.86
52.438899,13.249500,24.08
52.438899,13.249795,24.06
52.438899,13.250091,24.04
52.438899,13.250386,24.01
52.438899,13.250682,23.98
52.438899,13.250977,23.95
52.438899,13.251273,23.93
52.438899,13.251568,23.90
52.438899,13.251864,23.87
52.438899,13.252159,23.85
52.438899,13.252455,23.83
52.438899,13.252750,23.81
52.438899,13.253046,23.81
52.438899,13.253341,23.82
52.438899,13.253637,23.85
52.438899,13.253932,23.91
52.438899,13.254228,24.01
52.438899,13.254523,24.15
52.438899,13.254819,24.34
52.438899,13.255114,24.56
52.438899,13.255410,24.81
52.438899,13.255705,25.06
52.438899,13.256001,25.30
52.438899,13.256296,25.50
52.438899,13.256591,25.65
52.438899,13.256887,25.75
52.438899,13.257182,25.80
52.438899,13.257478,25.82
52.438899,13.257773,25.83
52.438899,13.258069,25.84
52.438899,13.258364,25.87
52.438899,13.258660,25.91
52.438899,13.258955,25.97
52.438899,13.259251,26.01
52.438899,13.259546,26.04
52.438899,13.259842,26.03
52.438899,13.260137,26.02
52.438899,13.260433,26.01
52.438899,13.260728,26.01
52.438899,13.261024,26.05
52.438899,13.261319,26.10
52.438899,13.261615,26.16
52.438899,13.261910,26.21
52.438899,13.262206,26.25
52.438899,13.262501,26.28
52.438899,13.262796,26.29
52.438899,13.263092,26.30
52.438899,13.263387,26.29
52.438899,13.263683,26.27
52.438899,13.263978,26.22
52.438899,13.264274,26.15
52.438899,13.264569,26.06
52.438899,13.264865,25.95
52.438899,13.265160,25.84
52.438899,13.265456,25.73
52.438899,13.265751,25.63
52.438899,13.266047,25.55
52.438899,13.266342,25.48
52.438899,13.266638,25.43
52.438899,13.266933,25.42
52.438899,13.267229,25.42
52.438899,13.267524,25.45
52.438899,13.267820,25.49
52.438899,13.268115,25.51
52.438899,13.268411,25.52
52.438899,13.268706,25.50
52.438899,13.269002,25.47
52.438899,13.269297,25.45
52.438899,13.269592,25.45
52.438899,13.269888,25.49
52.438899,13.270183,25.57
52.438899,13.270479,25.68
52.438899,13.270774,25.81
52.438899,13.271070,25.96
52.438899,13.271365,26.13
52.438899,13.271661,26.31
52.438899,13.271956,26.50
52.438899,13.272252,26.67
52.438899,13.272547,26.82
52.438899,13.272843,26.93
52.438899,13.273138,27.02
52.438899,13.273434,27.08
52.438899,13.273729,27.13
52.438899,13.274025,27.18
52.438899,13.274320,27.21
52.438899,13.274616,27.24
52.438899,13.274911,27.23
52.438899,13.275207,27.18
52.438899,13.275502,27.09
52.438899,13.275797,26.95
52.438899,13.276093,26.78
52.438899,13.276388,26.59
52.438899,13.276684,26.40
52.438899,13.276979,26.25
52.438899,13.277275,26.14
52.438899,13.277570,26.08
52.438899,13.277866,26.07
52.438899,13.278161,26.11
52.438899,13.278457,26.17
52.438899,13.278752,26.24
52.438899,13.279048,26.30
52.438899,13.279343,26.34
52.438899,13.279639,26.37
52.438899,13.279934,26.39
52.438899,13.280230,26.42
52.438899,13.280525,26.44
52.438899,13.280821,26.47
52.438899,13.281116,26.50
52.438899,13.281412,26.53
52.438899,13.281707,26.57
52.438899,13.282003,26.61
52.438899,13.282298,26.64
52.438899,13.282593,26.67
52.438899,13.282889,26.69
52.438899,13.283184,26.70
52.438899,13.283480,26.70
52.438899,13.283775,26.70
52.438899,13.284071,26.67
52.438899,13.284366,26.63
52.438899,13.284662,26.56
52.438899,13.284957,26.47
52.438899,13.285253,26.38
52.438899,13.285548,26.29
52.438899,13.285844,26.23
52.438899,13.286139,26.17
52.438899,13.286435,26.13
52.438899,13.286730,26.08
52.438899,13.287026,26.03
52.438899,13.287321,25.98
52.438899,13.287617,25.94
52.438899,13.287912,25.92
52.438899,13.288208,25.92
52.438899,13.288503,25.95
52.438899,13.288798,26.00
52.438899,13.289094,26.05
52.438899,13.289389,26.09
52.438899,13.289685,26.12
52.438899,13.289980,26.12
52.438899,13.290276,26.11
52.438899,13.290571,26.08
52.438899,13.290867,26.05
52.438899,13.291162,26.01
52.438899,13.291458,25.97
52.438899,13.291753,25.94
52.438899,13.292049,25.89
52.438899,13.292344,25.84
52.438899,13.292640,25.79
52.438899,13.292935,25.74
52.438899,13.293231,25.70
52.438899,13.293526,25.68
52.438899,13.293822,25.67
52.438899,13.294117,25.67
52.438899,13.294413,25.68
52.438899,13.294708,25.71
52.438899,13.295004,25.74
52.438899,13.295299,25.78
52.438899,13.295594,25.82
52.438899,13.295890,25.86
52.438899,13.296185,25.91
52.438899,13.296481,25.96
52.438899,13.296776,26.00
52.438899,13.297072,26.03
52.438899,13.297367,26.04
52.438899,13.297663,26.03
52.438899,13.297958,26.02
52.438899,13.298254,26.03
52.438899,13.298549,26.05
52.438899,13.298845,26.10
52.438899,13.299140,26.18
52.438899,13.299436,26.29
52.438899,13.299731,26.42
52.438899,13.300027,26.55
52.438899,13.300322,26.67
52.438899,13.300618,26.77
52.438899,13.300913,26.84
52.438899,13.301209,26.87
52.438899,13.301504,26.87
52.438899,13.301799,26.85
52.438899,13.302095,26.82
52.438899,13.302390,26.78
52.438899,13.302686,26.73
52.438899,13.302981,26.67
52.438899,13.303277,26.60
52.438899,13.303572,26.54
52.438899,13.303868,26.48
52.438899,13.304163,26.43
52.438899,13.304459,26.39
52.438899,13.304754,26.36
52.438899,13.305050,26.34
52.438899,13.305345,26.33
52.438899,13.305641,26.33
52.438899,13.305936,26.34
52.438899,13.306232,26.34
52.438899,13.306527,26.33
52.438899,13.306823,26.27
52.438899,13.307118,26.19
52.438899,13.307414,26.07
52.438899,13.307709,25.95
52.438899,13.308005,25.86
52.438899,13.308300,25.80
52.439035,13.249500,23.91
52.439035,13.249795,23.89
52.439035,13.250091,23.85
52.439035,13.250386,23.81
52.439035,13.250682,23.78
52.439035,13.250977,23.76
52.439035,13.251273,23.75
52.439035,13.251568,23.74
52.439035,13.251864,23.74
52.439035,13.252159,23.74
52.439035,13.252455,23.74
52.439035,13.252750,23.75
52.439035,13.253046,23.76
52.439035,13.253341,23.79
52.439035,13.253637,23.84
52.439035,13.253932,23.92
52.439035,13.254228,24.04
52.439035,13.254523,24.21
52.439035,13.254819,24.42
52.439035,13.255114,24.67
52.439035,13.255410,24.93
52.439035,13.255705,25.18
52.439035,13.256001,25.40
52.439035,13.256296,25.57
52.439035,13.256591,25.69
52.439035,13.256887,25.76
52.439035,13.257182,25.79
52.439035,13.257478,25.80
52.439035,13.257773,25.80
52.439035,13.258069,25.81
52.439035,13.258364,25.83
52.439035,13.258660,25.87
52.439035,13.258955,25.91
52.439035,13.259251,25.94
52.439035,13.259546,25.94
52.439035,13.259842,25.93
52.439035,13.260137,25.92
52.439035,13.260433,25.91
52.439035,13.260728,25.93
52.439035,13.261024,25.96
52.439035,13.261319,26.00
52.439035,13.261615,26.05
52.439035,13.261910,26.10
52.439035,13.262206,26.14
52.439035,13.262501,26.18
52.439035,13.262796,26.21
52.439035,13.263092,26.23
52.439035,13.263387,26.22
52.439035,13.263683,26.18
52.439035,13.263978,26.11
52.439035,13.264274,26.01
52.439035,13.264569,25.90
52.439035,13.264865,25.78
52.439035,13.265160,25.67
52.439035,13.265456,25.57
52.439035,13.265751,25.50
52.439035,13.266047,25.44
52.439035,13.266342,25.42
52.439035,13.266638,25.42
52.439035,13.266933,25.44
52.439035,13.267229,25.48
52.439035,13.267524,25.53
52.439035,13.267820,25.56
52.439035,13.268115,25.57
52.439035,13.268411,25.55
52.439035,13.268706,25.51
52.439035,13.269002,25.48
52.439035,13.269297,25.46
52.439035,13.269592,25.48
52.439035,13.269888,25.53
52.439035,13.270183,25.61
52.439035,13.270479,25.70
52.439035,13.270774,25.80
52.439035,13.271070,25.91
52.439035,13.271365,26.03
52.439035,13.271661,26.17
52.439035,13.271956,26.32
52.439035,13.272252,26.47
52.439035,13.272547,26.60
52.439035,13.272843,26.71
52.439035,13.273138,26.80
52.439035,13.273434,26.89
52.439035,13.273729,26.96
52.439035,13.274025,27.03
52.439035,13.274320,27.09
52.439035,13.274616,27.13
52.439035,13.274911,27.14
52.439035,13.275207,27.11
52.439035,13.275502,27.02
52.439035,13.275797,26.89
52.439035,13.276093,26.72
52.439035,13.276388,26.56
52.439035,13.276684,26.40
52.439035,13.276979,26.27
52.439035,13.277275,26.19
52.439035,13.277570,26.14
52.439035,13.277866,26.15
52.439035,13.278161,26.19
52.439035,13.278457,26.25
52.439035,13.278752,26.32
52.439035,13.279048,26.38
52.439035,13.279343,26.43
52.439035,13.279639,26.47
52.439035,13.279934,26.50
52.439035,13.280230,26.52
52.439035,13.280525,26.52
52.439035,13.280821,26.53
52.439035,13.281116,26.54
52.439035,13.281412,26.56
52.439035,13.281707,26.60
52.439035,13.282003,26.65
52.439035,13.282298,26.70
52.439035,13.282593,26.75
52.439035,13.282889,26.79
52.439035,13.283184,26.82
52.439035,13.283480,26.85
52.439035,13.283775,26.87
52.439035,13.284071,26.87
52.439035,13.284366,26.84
52.439035,13.284662,26.78
52.439035,13.284957,26.70
52.439035,13.285253,26.60
52.439035,13.285548,26.50
52.439035,13.285844,26.42
52.439035,13.286139,26.34
52.439035,13.286435,26.27
52.439035,13.286730,26.19
52.439035,13.287026,26.12
52.439035,13.287321,26.06
52.439035,13.287617,26.03
52.439035,13.287912,26.01
52.439035,13.288208,26.03
52.439035,13.288503,26.06
52.439035,13.288798,26.11
52.439035,13.289094,26.15
52.439035,13.289389,26.18
52.439035,13.289685,26.20
52.439035,13.289980,26.20
52.439035,13.290276,26.19
52.439035,13.290571,26.17
52.439035,13.290867,26.14
52.439035,13.291162,26.12
52.439035,13.291458,26.11
52.439035,13.291753,26.08
52.439035,13.292049,26.05
52.439035,13.292344,26.00
52.439035,13.292640,25.93
52.439035,13.292935,25.86
52.439035,13.293231,25.80
52.439035,13.293526,25.75
52.439035,13.293822,25.71
52.439035,13.294117,25.71
52.439035,13.294413,25.73
